category,text,page,x,y
potential_securities,"Corner Banca SA // Todistrasse 27 // Postfach 1640 // 8027 Zurich_Switzerland // Hauptsitz Via Canova 16, 6901 Lugano_Switzerland Tel. +414421810 20 // Fax+41442181029 // info@corner.ch // corner.ch Swift CBLUCH2280A // Clearing 8490 // CHE-105.962.409 IVA",0,29.759994506835938,44.7489013671875
potential_securities,MESSOS ENTERPRISES LTD.,0,154.55999755859375,376.6510009765625
potential_securities,"Corner Banca SA // Todistrasse27 // Postfach 1640 // 8027 Zurich_Switzerland // HauptsitzVia Canova 16, 6901 Lugano_Switzerland Tel. +414421810 20// Fax +41 442181029 // info@corner.ch // corner.ch Swift CBLUCH2280A // Clearing 8490 // CHE-105.962.409 VA",1,30.0,46.32440185546875
potential_securities,Bonds 6,1,78.70950317382812,366.4931945800781
potential_securities,MESSOS ENTERPRISES LTD. Valuation as of 30.05.2025 Client Number 366223,1,609.1199951171875,532.4579925537109
amounts_and_prices,"Client Number// 366223 Valuation currency II USD Investment profile // Undefined Risk Profile // Medium-high -I dnHn• ±: :5:,* ±3: Ł I",0,-0.3074951171875,40.37249755859375
amounts_and_prices,"Corner Banca SA // Todistrasse 27 // Postfach 1640 // 8027 Zurich_Switzerland // Hauptsitz Via Canova 16, 6901 Lugano_Switzerland Tel. +414421810 20 // Fax+41442181029 // info@corner.ch // corner.ch Swift CBLUCH2280A // Clearing 8490 // CHE-105.962.409 IVA",0,29.759994506835938,44.7489013671875
amounts_and_prices,Valuation as of 30.05.2025,0,154.31700134277344,408.6697998046875
amounts_and_prices,"Corner Banca SA // Todistrasse27 // Postfach 1640 // 8027 Zurich_Switzerland // HauptsitzVia Canova 16, 6901 Lugano_Switzerland Tel. +414421810 20// Fax +41 442181029 // info@corner.ch // corner.ch Swift CBLUCH2280A // Clearing 8490 // CHE-105.962.409 VA",1,30.0,46.32440185546875
amounts_and_prices,Print date 31.05.2025 // Page I,1,623.0399932861328,50.619293212890625
amounts_and_prices,Notices and other information 17,1,37.91850280761719,265.5614929199219
amounts_and_prices,Glossary 15,1,37.529998779296875,282.2984924316406
amounts_and_prices,Expected Cash Flows (Overview) 14,1,37.91850280761719,299.1614990234375
amounts_and_prices,Other assets 13,1,78.47999572753906,316.2344970703125
amounts_and_prices,Structured products 11,1,78.47999572753906,332.8874969482422
amounts_and_prices,Equities 10,1,78.70950317382812,349.8135070800781
amounts_and_prices,Bonds 6,1,78.70950317382812,366.4931945800781
amounts_and_prices,Liquidity and liabilities 5,1,78.70950317382812,383.2935028076172
amounts_and_prices,Asset Listing 5,1,37.43400573730469,399.84779357910156
amounts_and_prices,Performance Overview/Evolution 4,1,38.15849304199219,416.76780700683594
amounts_and_prices,Currency allocation 3,1,78.72000122070312,433.8132019042969
amounts_and_prices,Asset Allocation 2,1,37.678497314453125,467.16749572753906
amounts_and_prices,Summary 1 h,1,37.91999816894531,484.68150329589844
amounts_and_prices,MESSOS ENTERPRISES LTD. Valuation as of 30.05.2025 Client Number 366223,1,609.1199951171875,532.4579925537109
currencies,"Client Number// 366223 Valuation currency II USD Investment profile // Undefined Risk Profile // Medium-high -I dnHn• ±: :5:,* ±3: Ł I",0,-0.3074951171875,40.37249755859375
dates,Valuation as of 30.05.2025,0,154.31700134277344,408.6697998046875
dates,Print date 31.05.2025 // Page I,1,623.0399932861328,50.619293212890625
dates,MESSOS ENTERPRISES LTD. Valuation as of 30.05.2025 Client Number 366223,1,609.1199951171875,532.4579925537109
all_financial,"Client Number// 366223 Valuation currency II USD Investment profile // Undefined Risk Profile // Medium-high -I dnHn• ±: :5:,* ±3: Ł I",0,-0.3074951171875,40.37249755859375
all_financial,"Client Number// 366223 Valuation currency II USD Investment profile // Undefined Risk Profile // Medium-high -I dnHn• ±: :5:,* ±3: Ł I",0,-0.3074951171875,40.37249755859375
all_financial,"Corner Banca SA // Todistrasse 27 // Postfach 1640 // 8027 Zurich_Switzerland // Hauptsitz Via Canova 16, 6901 Lugano_Switzerland Tel. +414421810 20 // Fax+41442181029 // info@corner.ch // corner.ch Swift CBLUCH2280A // Clearing 8490 // CHE-105.962.409 IVA",0,29.759994506835938,44.7489013671875
all_financial,"Corner Banca SA // Todistrasse 27 // Postfach 1640 // 8027 Zurich_Switzerland // Hauptsitz Via Canova 16, 6901 Lugano_Switzerland Tel. +414421810 20 // Fax+41442181029 // info@corner.ch // corner.ch Swift CBLUCH2280A // Clearing 8490 // CHE-105.962.409 IVA",0,29.759994506835938,44.7489013671875
all_financial,MESSOS ENTERPRISES LTD.,0,154.55999755859375,376.6510009765625
all_financial,Valuation as of 30.05.2025,0,154.31700134277344,408.6697998046875
all_financial,Valuation as of 30.05.2025,0,154.31700134277344,408.6697998046875
all_financial,"Corner Banca SA // Todistrasse27 // Postfach 1640 // 8027 Zurich_Switzerland // HauptsitzVia Canova 16, 6901 Lugano_Switzerland Tel. +414421810 20// Fax +41 442181029 // info@corner.ch // corner.ch Swift CBLUCH2280A // Clearing 8490 // CHE-105.962.409 VA",1,30.0,46.32440185546875
all_financial,"Corner Banca SA // Todistrasse27 // Postfach 1640 // 8027 Zurich_Switzerland // HauptsitzVia Canova 16, 6901 Lugano_Switzerland Tel. +414421810 20// Fax +41 442181029 // info@corner.ch // corner.ch Swift CBLUCH2280A // Clearing 8490 // CHE-105.962.409 VA",1,30.0,46.32440185546875
all_financial,Print date 31.05.2025 // Page I,1,623.0399932861328,50.619293212890625
all_financial,Print date 31.05.2025 // Page I,1,623.0399932861328,50.619293212890625
